Id;Culture;Text
2194;0;South Side. Temple
2194;1;Юг храма
2195;0;South Gallery. Three-locka of Yamaraja
2195;1;Южная галлерея. Три-лока Ямараджи
2196;0;R
2196;1;"В начале очередного зарождения Материальной Вселенной, полубоги (дэвы) и демоны (асуры), вынуждены были прервать свои распри. Ради того, чтобы получить нектар бессмертия — Амриту, стороны заключили перемирие. Амрита была сокрыта в Молочном Океане, который нужно было взбить, сделать это самостоятельно ни та ни другая сторона были не в состоянии. 
Золотую гору Мандара, решили использовать как мутовку, а вместо веревки обернули вокруг неё многоглавого змея-нага Васуки. Ухватившись по обе стороны (демоны встали у головы, а полубоги — у хвоста), они принялись перетягивать тело змея туда-обратно как канат. Однако, вскоре гора начала тонуть. На помощь пришёл Вишну в образе аватары - гигантской черепахи Курмы, которая удержала гору на своей спине.
В Молочный океан были брошены всевозможные травы, которые в ходе взбалтывания превратились в 14 сокровищ (ратн), таких как: богиня процветания и красоты Лакшми, небесные танцовщицы Апсары, семиглавый конь Учхайшравас, трёхглавый слон Айравата и т.д. Впоследствии эти сокровища были поделены между Вишну, дэвами и асурами. Последним из молока появился бог аюрведы Дханвантари, который вынес из Океана кувшин с долгожданным нектаром и передал его Вишну. Но асурам так и не удалось его отведать. Чтобы весь эликсир достался лишь полубогам, зная вожделенную природу демонов, Вишну перевоплотился в божественную красавицу Мохини Мурти. Обольстительная дева так заворожила асуров, что пока те стояли остолбенев, она разлила весь нектар полубогам в открытые рты. Так они обрели бессмертие и одолели демонов. 
Но об обмане догадался лишь хитрый демон Раху. Затесавшись в компанию полубогов, он успел пригубить нектар прежде, чем Сурья и Чандра (олицетворения Солнца и Луны) разоблачили самозванца. Мохини стремительно отсёкла подлому демону тело. Его же бессмертную голову забрали на небеса полубоги. Раз в какое-то время Раху возвращается в образе невидимой планеты, чтобы отомстить Солнцу или Луне, и пожирает их, когда встречает их на небосводе. Так происходят затмения. В Ведах затмения Солнца и Луны считаются демоническим временем."
2197;0;East Side. Temple
2197;1;Восток храма
2198;0;Eastern Gallery. Churning of the Milk Ocean
2198;1;Восточная галлерея. Пахтание Молочного Океана
2199;0;R
2199;1;"Вы видите 52-метровое панно, воссоздающее битву и последующую победу Господа Вишну над демонами. Эта схватка произошла после пахтания Молочного Океана, когда полубоги выпили весь нектар бессмертия, а демоны остались ни с чем.
В самом центре барельефа четырёхрукая форма Вишну верхом на величественном боевом орле Гаруде уничтожает орды демонов своим сакральным оружием. Диск Вишну — Сударшана-чакра — не может отразить во Вселенной никто. Его палица — Каумодаки — внушает ужас демонам, а раковина — Паньчаджанья — пробуждает отвагу в сердцах преданных Вишну и заставляет трепетать асуров. Как предводитель армии полубогов, Вишну с сонмом небожителей одолел демонов. Но спустя какое-то время, из милости, Ему пришлось отдать им всю вселенную за обман, в результате которого асурам не досталась их доля нектара, хотя трудились они наравне с дэвами. Так был сохранен баланс.    
Этот барельеф был нанесен по чернильным рисункам на стене уже после падения империи, в XVI веке. Это можно заметить по грубо выполненной работе и небрежным прорисовкам деталей. По окончанию строительства храма, вскоре после смерти Сурьявармана II ещё в середине XII века, работы над некоторыми галереями были заброшены. В то время империя вела изнурительные войны с могущественными королевствами Сиама, Тьямпы и Дайвьета, а так же переживала гражданские волнения, поэтому не могла уделить Ангкор-Вату достаточного внимания."
2200;0;East Side. Temple
2200;1;Восток храма
2201;0;Eastern Gallery. Vishnu defited demons
2201;1;Восточная галлерея. Победа Вишну над демонами
2202;0;R
2202;1;"66 метровый барельеф нанесенный в 16 веке. На нём, по частям можно проследить драматическую историю любви и битвы!
Итак, в самом начале этого панно, если входить в галерею со стороны «Пахтания Молочного Океана» — Кришна, верховный Господь, источник всех форм Вишну с восьмью руками верхом на Гаруде вместе со своим сыном Прадьюмной и братом Баларамой отправляется в поход против могущественного демона Баны. А всё началось с того, что когда-то дочь Банасуры — Уша — влюбилась во внука Кришны и сына Прадьюмны — Анирудху. Посредством мистических сил Уша перенесла юного царевича к себе во дворец. Застав свою дочь флиртующей с Анирудхой, тысячерукий демон Бана без промедления выпустил из лука волшебные стрелы-змеи вслед убегающего принца, которые намертво связали его, повалив на землю. Так Кришна, услышав о заточении Анирудхи, созвал грозную армию и выступил в поход.
Разные полубоги встали на сторону Кришны в то время, как Шива-Разрушитель принял сторону своего преданного Банасуры. Во время великого сражения Шива явил всепожирающий вселенский огонь, а Кришна — тотальный холод — и победил! Довольный тем, что Кришна снова одержал верх, Шива покинул поле сражения. Именно эта сцена разворачивается через 3 метра после начальной.
На барельефе нет одного эпизода, который был, наверное, исключен по этическим соображениям. Как-то в разгар битвы старушка-мать Банасуры появилась перед Кришной обнаженной. Господь, из уважения к её старости, прикрыл глаза рукой, чем воспользовался Банасура, который перегруппировал свои войска и ударил с новыми силами!
В следующей сцене барельефа подлый Банасура в тысячерукой форме с мистическим оружием пытается хоть как-то противостоять Богу. В колеснице, запряженной львами, он был очень ловким и сильным противником. Своё тёмное могущество он обрёл поклоняясь Шиве. Во время кровавой сечи Кришна отрубал могучему асуре руки, одну за другой. Когда у демона Баны осталось лишь четыре руки, Шива взмолился Кришне и попросил оставить хотя бы их. На том и порешили!
С размахом провели свадьбу дочери Банасуры и внука Кришны. Всю эту славную историю на горе Кайлас пересказывает йогам и мистикам из окрестных пещер сын Шивы Ганеша, что мы и наблюдаем на барельефах в конце галереи."
2203;0;Nort Side. Temple
2203;1;Север храма
2204;0;North Gallery. Krishna defited Banasura
2204;1;Северная галлерея. Кришна против Банасуры
2205;0;R
2205;1;"Этот 94-метровый барельеф поздней отделки рассказывает нам о битве с демонами. На этот раз у нас есть возможность увидеть всех полубогов вместе с их волшебными помощниками или ездовыми животными. Кубера — полубог Богатства, повелитель Севера и народа Якшей — верхом на великане прокладывает себе путь среди сечи. Он в 27 метрах от начала барельефа (если идти со стороны “Кришна против Бана-асуры”).
Агни-дев — полубог Огня верхом на колеснице, запряженной носорогами (33-ий метр). Воинственный сын Шивы Сканда — генерал полубогов — верхом на павлине (37-ой метр). Величественный правитель Райских Планет — Индра на слоне Айравата (44-ый метр). В центре барельефа повелитель всех полубогов, основа всего сущего — Вишну и его преданная боевая птица Гаруда (54-ый метр). Повелитель смерти Ямарадж, в запряженной буйволами колеснице (63-ий метр). Затем Шива — разрушитель вселенных — верхом на своём верном быке Нанди (67-ой метр). Брахма — творец и инженер материальной Вселенной — парит на лебеде (71-ый метр). Сурья — повелитель Солнца — на колеснице с лошадьми (76-ой метр) и Варуна — хранитель вод — на ужасающем пятиглавом змее-наге (86-ой метр). Вся эта грозная армия выступила против демона Каланеми — многоглавого асуры, который схватился с Вишну (60-ый метр).
Треклятый демон был внуком Хираньякашипу, другого могущественного асуры. А в «Рамаяне» Каланеми попытался помешать Хануману принести гору с целебной травой для лечения раненых. Хануману было не до битв с Каланеми, поэтому он просто пнул его, отчего демон пролетел расстояние от Гималаев до Шри Ланки, упав прямо к ногам Раваны. Эпохой позже Каланеми так же являлся в мир как демон Камса, который тоже принял смерть от рук Кришны. "
2206;0;Nort Side. Temple
2206;1;Север храма
2207;0;North Gallery. Battle between god's and demons
2207;1;Северная галлерея. Битва богов и демонов
2208;0;R
2208;1;"Пожалуй, самый драматический эпизод в Рамаяне - Сита проходит проверку огнем. 
После долгих бессонных ночей в плену у демона Раваны, Сита была освобождена своим супругом Рамой. Но по законам того времени считалось высочайшим позором принять обратно жену, которая хотя бы одну ночь провела вне супружеского дома. И если, как Господь, Рама мог пренебречь этим земным законом, то, как олицетворение благочестивого правителя, он отказался пойти на какие-либо уступки долгу. Ибо если Он, как правитель пойдет на поводу у своих чувств, это может бросить тень на всю династию и тем самым он подаст своим подданным дурной пример. 
Узнав об этом, Сита решила войти в костер и так покончить со своей жизнью. Но вместо этого сам бог Огня — Агни — преклонился перед ней и её чистотой, не оставив на её теле и малейшего следа! Божественным вмешательством вечный союз Рамы и Ситы был благословен. "
2209;0;North-West pavilion
2209;1;Северо-западный павильон. Барельефы
2210;0;North-West pavilion. Ramayana, Sita enter to Fire
2210;1;Северо-западный павильон. Рамаяна, Сита входит в огонь.
2211;0;R
2211;1;Победив злокозненного Равану, Рама с братом Лакшманом и супругой Ситой вернулись в столицу Айодхью. Рама правит фантастической колесницей Пушпака, сделанной из цветов. Эту колесницу, запряжённую лебедями, ему подарил Владыка Севера и Хранитель богатств полубогов Кубера. Раму сопровождают орды обезьян, медведей и караваны сокровищ, которые они вывезли с Ланки, как военные трофеи.
2212;0;North-West pavilion
2212;1;Северо-западный павильон. Барельефы
2213;0;"North-West pavilion. Ramayana, Rama come back to Ayodhya "
2213;1;Северо-западный павильон. Рамаяна, Возвращение в Айодхью
2214;0;R
2214;1;Один из братьев Раваны отказался участвовать в этой битве, которая нарушала все законы религии и чести. Так как Вибишанна был преданным Вишну, то он в сердце понял, что Рама — это сам Вишну. Не колеблясь, он перешел на сторону Рамы и тот принял его. Впоследствии Вибишана стал королем Ланки. Со стороны Раваны, с демонической стороны — это предательство, со стороны религии — Вибишана со смирением принял желание Бога уничтожить его демоническую семью.
2215;0;North-West pavilion
2215;1;Северо-западный павильон. Барельефы
2216;0;North-West pavilion. Ramayana, Rama, Laxman, Vibhishan
2216;1;Северо-западный павильон. Рамаяна, Рама, Лакшман, Вибхишана
2217;0;R
2217;1;"Находясь на Шри Ланке Сита все время медитировала на имя своего мужа Рамы. Равана не мог причинить ей никакого вреда из-за лежавшего на нём проклятия. Согласно этому проклятью, прикосновение к Сите без её воли мгновенно убило бы демона. 
Поэтому Равана надеялся добиться её силой убеждения, угрозами или хитростью. Но безрезультатно. В один из дней Хануман обнаружил Ситу на Ланке и вручил ей кольцо от Рамы, она в свою очередь тоже передала с Хануманом кольцо для мужа. С новой надеждой она принялась ждать часа освобождения."
2218;0;North-West pavilion
2218;1;Северо-западный павильон. Барельефы
2219;0;North-West pavilion. Ramayana,  Hanuman bring Rama's ring to Sita
2219;1;Северо-западный павильон. Рамаяна, Хануман вручает кольцо Сите
2220;0;R
2220;1;"Отвратительный Кабандха встретился Раме и Лакшману, когда братья блуждали по лесу в поисках Ситы. До этой встречи демон питался только живущими в лесах мудрецами и аскетами, а тут ему встретились два принца! Кабандха был ужасен — у монстра не было головы, а единственный глаз, которым он обладал, смотрел прямо из туловища. Пасть демона располагался на животе. Раньше он был прекрасным небесным певцом, но из-за проклятия Царя полубогов Индры родился как демон. Пытаясь пожрать Раму и его брата этот мутант практически добился своего. Но святые братья схваченные этим монстром отрубили ему руки, которыми он схватил их.
Когда они сожгли тела, из огня вышел прекрасный небожитель и поблагодарил Рамы за освобождение."
2221;0;North-West pavilion
2221;1;Северо-западный павильон. Барельефы
2222;0;"North-West pavilion. Ramayana,  Rama, Sita, Laxman and Kabandhasura. "
2222;1;Северо-западный павильон. Рамаяна, Рама, Сита, Лакшман и демон Кабандха
2223;0;R
2223;1;В Ведические времена жениха из той же касты, для своей дочери всегда находил отец. Но порой дочь сама могла выбрать себе супруга среди царевичей через сваямвару — состязание сильнейших. Доблестный Принц Рама одержал победу над всеми соперниками. Он единственный, кто сумел поднять лук Гандива, подаренный Шивой и натягивая тетиву сломал его. Так Рама получил в законные жёны красавицу Ситу.
2224;0;North-West pavilion
2224;1;Северо-западный павильон. Барельефы
2225;0;North-West pavilion. Ramayana, Rama won Sita's swayamvara
2225;1;Северо-западный павильон. Рамаяна, Рама выигрывает сваямвару Ситы
2226;0;R
2226;1;"Манипарвата — это не гора, а целая область во Вселенной, согласно космогонии Вед. 
Демон Наракасура был настолько могущественным, что захватил эту часть Космоса. Там была его резиденция, где в плену томилось 16100 украденных принцесс. Помимо красавиц, на его счету значились кражи различных атрибутов полубогов, драгоценностей и магических предметов. Беспредельный в своём бахвальстве демон даже захотел вступить в связь с супругой Шивы — Дургой! 
Кришна положил конец злодеяниям Наракасуры. Выступив против него с войском, во время битвы Кришна отсёк ему руки и головы и уничтожил негодяя. Всех освобожденных принцесс Кришна взял в жены и каждую наделил дворцом и мужем — точной копией самого Себя."
2227;0;North-West pavilion
2227;1;Северо-западный павильон. Барельефы
2228;0;North-West pavilion. Bhagavata Purana, Krishna bringing back Mount Maniparvata
2228;1;Северо-западный павильон. Бхагват Пурана, Кришна возвращает гору Манипарвата
2229;0;R
2229;1;Во время своих поисков Ситы, Рама и Лакшман повстречали свергнутого короля ванаров — расы обезьяноподобных гуманоидов — Сугриву. Брат Сугривы — Вали — захватил королевство. Победить его в битве было очень трудно. Сугрива пытался несколько раз, на каждый раз Вали одерживал верх. Свергнутый принц ванаров-обезьян, вызвался помочь вернуть Ситу-деви, за это Рама помог Сугриве вернуть царство. Рама и Сугрива поклялись перед огнём в вечной дружбе, потому что оба были изгнанниками.
2230;0;North-West pavilion
2230;1;Северо-западный павильон. Барельефы
2231;0;North-West pavilion. Ramayana, Rama's alliance with Sugriva
2231;1;Северо-западный павильон. Рамаяна, Рама и Лакшман заключают союз с Сугривой
2232;0;R
2232;1;"Когда дядя Кришны - Акрура, увёз его и брата из любимой деревеньки Вриндаван, на битву с злодеем Камсой, для Кришны закончилась счастливая пора и началась совсем уже взрослая жизнь. 
По дороге они остановились у реки Ямуна чтобы принять омовение. Кришна и Баларама искупались первыми и ждали Акруру в колеснице, а дядя пока купался в реке увидел Величественную форму Вишну и Ананта Шешу в полном великолепии, с полубогами, апсарами, дворцами. Он в шоке вернулся к колеснице, а там сидят два мальчугана и машут ему рукой, вернулся к реке а там всё та же Вселенская форма Вишну вместе с Ананта Шеша и вся вселенная. Этот момент озарения и изображен здесь."
2233;0;North-West pavilion
2233;1;Северо-западный павильон. Барельефы
2234;0;North-West pavilion. Bhagavat Purana, Akrura vision
2234;1;Северо-западный павильон. Бхагват Пурана, видение Акруры
2235;0;R
2235;1;"Когда полубоги не в состоянии сами справиться с демонами, они просят о заступничестве Вишну. Резиденция Вишну находится на Полярной Звезде — на планете Шветадвипа. Там Он возлежит на теле священного нага Ананта Шеше дрейфующего на водах молочного океана. Полубоги приходят на берег этого океана и в медитации просят Вишну о поддержке. И Вишну всегда приходит на помощь.
«Когда на земле религия приходит в упадок, и воцаряется безбожие, Я нисхожу Сам, о потомок Бхараты. Чтобы освободить праведников и уничтожить злодеев, а также восстановить религиозные принципы, Я Сам спускаюсь на землю из века в век.»"
2236;0;North-West pavilion
2236;1;Северо-западный павильон. Барельефы
2237;0;North-West pavilion. Bhagavat Purana, Invitation for Vishnu to descend
2237;1;Северо-западный павильон. Бхагват Пурана, Вишну принимает посольство полубогов
2238;0;R
2238;1;"В лесу Рама с Лакшманом и Ситой встретили демона Вирадху. 
Тот издав страшный рев, схватил Ситу и понес ее прочь. Рама натянув лук и быстро вложив в него две острых стрелы, выстрелил в демона. От страшных ран демон выпустил из рук Ситу, но остался жив, потому что когда-то, удовлетворив своими аскезами Брахму, он обрел благословение и стал неуязвим для любого оружия на земле. Размахивая копьем, Вирадха с яростью бросился на Раму и Лакшману. Гордясь своим могуществом, он с силой забросил царевичей к себе на плечи, и грозно ревя, большими шагами направился вглубь леса. Сита, видя, что демон унёс двух братьев, громко зарыдала. Тем временем Лакшман сломал левую руку грозного демона, а Рама — правую. Исполин, на глазах теряя силы, неожиданно рухнул наземь. Встав на шею демона, Рама приказал Лакшману вырыть большую яму, чтобы сбросить туда нечестивца. Услышав этот приказ, Вирадха вдруг перестал сопротивляться и начал благодарить братьев за то, что те даруют ему освобождение от страшного проклятия, которое гласило, что только приняв смерть из рук самого Господа Рамачандры он сможет лишиться этого страшного облика и вернуться в Духовный Мир."
2239;0;North-West pavilion
2239;1;Северо-западный павильон. Барельефы
2240;0;North-West pavilion. Ramayana, Viradha's attempt to abduct Sita
2240;1;Северо-западный павильон. Рамаяна, Рама, Лакшман и демон Вирадха
2241;0;R
2241;1;"Гопи – простые деревенские девушки, которые полностью доверились Кришне и отдали Ему своё сердце. Они всем сердцем желали чтобы Кришна стал их мужем. Но при этой у них не было и тени эгоизма и похоти. Гопи хотели лишь служить Ему и чтобы Он был счастлив. 
Как-то, осенний вечером когда Гопи хлопотали по хозяйству в своих домах: служили своим мужьям, кормили детей, убирались, - вдруг они услышали флейту Кришны. Как только первые звуки Его чарующей мелодии коснулись их слуха они тот час бросили всё и устремились к Нему. Какая-то из Гопи одела только половину платья, ноу же бежала со всех ног на место встречи, какая-то накрасилась только на половину, другую гопи не пустил взбешенный муж, тогда она погрузилась в медитацию на лотосные стопы Кришны.
В эту сладостную осеннюю ночь Он распространил себя в многочисленные формы и так Гопи смогли осуществить своё желание."
2242;0;North-West pavilion
2242;1;Северо-западный павильон. Барельефы
2243;0;North-West pavilion. Bhagavata Purana, Krishna and gopi
2243;1;Северо-западный павильон. Бхагват Пурана, Кришна и гопи
2244;0;R
2244;1;"Рамаяна — священная история многих народов Востока. 
Её сюжет нашёл отражение в культурах таких государств, как Индия, Индонезия, Камбоджа, Тайланд, Китай, Вьетнам, Лаос, Бирма, Россия и т.д. Перед вами барельеф, воссоздающий финальный акт сражения на острове Ланка между Господом Рамачандрой и демоном Раваной. Протяжённость галереи почти 50 метров в длину и два с половиной метра в высоту. Так же, как и остальные, она была покрашена разноцветными красками и покрыта тонким слоем сусального золота.
Прекрасная супруга Рамы — Сита — была похищена из лесного убежища. Демон обманом выманил её из защищенного дома и уволок на Шри Ланку. Рамачандра, при поддержке армии обезьян и лесных медведей, отправился вызволять жену из лап демона. Но путь им преградил морской пролив, тогда, по совету мудреца, армия построила мост из камней, на которых было написано имя Рамы и только благодаря силе Святого Имени эти камни не тонули в воде. Перейдя пролив по чудотворному мосту армия Рамы вступила в смертельную схватку с армией десятиглавого демона Раваны. После продолжительной битвы Рама сел верхом на своего верного слугу, великого воина и предводителя одного из войск ванаров — расы обезьяноподобных существ — Ханумана и выстрелил Раване в живот. Так был повержен великий и грозный асура — повелитель всех демонов. Именно этот момент изображен на барельефе.
Эти камни сохранились до сих пор, как и мост до Шри Ланки.
Найдите Раму — седьмое воплощение Вишну в облике человека, и Ханумана — идеального слугу в центре барельефа."
2245;0;West Side. Barelifs
2245;1;Западное крыло. Барельефы
2246;0;Ramayana. Right Side. West Gallery
2246;1;Рамаяна. Правое крыло. Западная Галлерея
2247;0;R
2247;1;"Хануман считается частичным воплощением великолепного Шивы. Сын полубога Ветра (Вайю) и апсары, Хануман воспитывался на Земле. В детстве ему не было равных в проказах. Однажды он пытался проглотить солнце, приняв его за плод манго. Затем получил множество благословений, неуязвимость к оружию, мистические силы и так же способность понимать язык зверей. Но он всё забыл! И только когда Хануман встретил Раму, ему со временем снова открылись его безграничные возможности. И тогда он стал грозным генералом армии Рамы. Именно он перепрыгнул через пролив разделявший Бхаратаваршу и Ланку, поджег золотой город демона Раваны и, по сути, облегчил и ускорил победу Рамы. 
Хануман не покинул Землю. Считается, что до тех пор, пока люди произносят имя Рамы и читают Рамаяну, Хануман будет находится на Земле. Может быть вы встретите его в храме Ангкор-Ват?  
"
2248;0;West Side. Barelifs
2248;1;Западное крыло. Барельефы
2249;0;Ramayana. Hanuman. Right Side. West Gallery.
2249;1;Рамаяна. Хануман. Правое крыло. Западная Галлерея.
2250;0;R
2250;1;"В конце XIII века империю разрывали внутренние социальные конфликты, а также нарастало соперничество между индуистскими и буддийскими кланами. Монархи часто сменялись. К власти стали приходить бестолковые администраторы и алчные правители, душившие непомерными налогами свой народ. 
Каждому из них не давало покоя былое величие Империи Кхмеров, но казна была пуста. Поэтому храмы предшественников превращались, то из буддийских в индуистские, то наоборот. Словно древнегреческий Кронос, который пожирал своих детей из страха смерти, Империя уничтожала своё наследство в страхе забвения, тем самым лишь приближая свой крах.
Когда в 1431 году сиамский принц Бороморача II сжег и разграбил столицу империи, кхмерский король Понья Ят распорядился покинуть Ангкор и перенести резиденцию на 312 километров к юго-западу. Так был основан Пном Пень — столица Камбоджи. Веком позже, во времена правления Анга Чана, была проведена религиозная реформа и Тхеравада Буддизм был утверждён как официальная философская доктрина, практикуемая и по сей день. И по распоряжению того же императора Ангкор-Ват был превращён из храма Вишну в храм Будды. 
В этом зале сохранились лишь отголоски былого великолепия. 
Примерно 1000 статуй Будды, больших и маленьких, были центром поклонения и объектом медитации в этом зале. Многие из них были уничтожены временем, погромами или украдены. Большой статуе, которая изображает учителя, в этой зале ведется поклонение и сейчас. Здесь буддийские монахи могут вас благословить и повязать веревочку на счастье."
2251;0;1000 Buddhas gallery
2251;1;Галлерея 1000 Будд
2252;0;1000 Buddhas gallery
2252;1;Галлерея 1000 Будд
2253;0;R
2253;1;Гаутама Шакьямуни родился в королевстве Шакьев в VI веке до нашей эры. Придворный астролог предсказал новорожденному принцу, что либо он станет великим учителем, либо великим правителем. Отец мальчика, конечно же, предпочел второе и с детских лет готовил принца как будущего лидера. Но из любви и заботы, король не хотел, чтобы его сын раньше времени столкнулся со страданиями этого мира — болезнью, старостью и смертью, а потому всячески оберегал его от такого опыта. Но по достижению 28 лет юный царевич Гаутама со своим слугой Чандрой тайком выбрался в город и увидел больного и дряхлого старика, который умирал на циновке возле городской стены. Эта встреча открыла ему истину о тройственных страданиях материального мира. Через некоторое время он покидает дворец и отправляется на поиски ответов на вопрос, в чём причина этих страданий и как от них можно освободиться. Получив знание в разных духовных школах, Гаутама садится под дерево баньян, погрузившись в глубокую и долгую медитацию. Многолетняя практика принесла плоды и молодой отшельник просветлел. С тех пор весь мир знает его под именем Будда (Просветлённый).
2254;0;1000 Buddhas gallery
2254;1;Галлерея 1000 Будд
2255;0;1000 Buddhas gallery. Buddha
2255;1;Галлерея 1000 Будд. Будда
2256;0;R
2256;1;"Это одно из самых загадочных мест в храме. На перекрестие двух помостов находится фактический центр храма. Расстояния до западной и восточной стены, а так же до южной и северной, одинаковы. И именно в этой точке, если расчертить план храма с запада на восток и с севера на юг — сходятся архитектурные линии. 
Если вы встанете в центр этого квадрата, вас будут окружать четыре сакральных бассейна, на каменном полу вы увидите уголки. Кто-то говорит, что здесь исполняются желания, кто-то видит тайную взаимосвязь между четырьмя первоэлементами (махабхута) и сознанием в центре. Загадок много, отгадок — ничтожно мало.  
Когда-то этот зал был покрыт сусальным золотом и вскрыт тёмно-красным лаком, а детали барельефа не были тронуты плесенью. Но сейчас только воображение поможет вам представить как зала выглядела раньше."
2257;0;1000 Buddhas gallery
2257;1;Галлерея 1000 Будд
2258;0;1000 Buddhas gallery. The actual center of the temple
2258;1;Галлерея 1000 Будд. Фактический центр храма
2259;0;R
2259;1;"Эти четыре бассейна остаются большой загадкой. Вероятнее всего, они использовались в ритуальных целях для проведения поклонений и омовений Вишну. Одним из достижений древнекхмерских строителей была дренажная система храма Ангкор-Ват. В сезон дождей вода частично скапливалась бассейнах, на дне которых было по одному водостоковому отверстию, временно закупоренному пробкой.
Бассейны символизируют четыре первоэлемента (махабхута) — Огонь, Воду, Землю и Воздух. Эго символизирует человек, который занимают позицию в центре этих элементов.
Крестообразная платформа, разделяющая четыре резервуара, символизирует четыре рукава священной реки Ганги, которые струятся по склонам горы Меру — обители полубогов. Благодатные потоки омывают Землю и соединяют три уровня мироздания. 
Отличное место для небольшой фото-сессии возле сакральных бассейнов. Грандиозная работа проделана кхмерами выглядит впечатляюще."
